id,image_url,page_url,Title,Actors,Production,Director,Release_date,Genre,Awards,Critic_Score,Runtime
371462,N/A,https://www.imdb.com/title/tt2543586/,Wakazuma fukushû no sex,"Hajime Ishigami, Shôzô Sakairi, Yoshimi Shirato",N/A,Sakae Nitta,20 Feb 1990,N/A,N/A,[],62 min
371463,N/A,https://www.imdb.com/title/tt2543590/,Dekasegi musume no irogotoshi,"Kyôko Hashimoto, Kinichi Kusumi, Bushi Kuroda",N/A,Kosuke Fujiwara,20 Feb 1990,N/A,N/A,[],61 min
371464,N/A,https://www.imdb.com/title/tt2543600/,Biniku no shitatari,"Chiemi Akimoto, Kyôko Hashimoto, Mami Ichinose, Atsushi Asada",N/A,Takashi Nishikawa,28 Feb 1990,N/A,N/A,[],60 min
371465,N/A,https://www.imdb.com/title/tt2543608/,Ureta wakazuma: Za suwappingu,"Shirô Shimomoto, Yûko Ôsawa, Yutaka Ikejima, Chiemi Akimoto",N/A,Shûji Kataoka,03 Mar 1990,N/A,N/A,[],61 min
371466,https://m.media-amazon.com/images/M/MV5BMTEyNjkwNzY3MTZeQTJeQWpwZ15BbWU3MDk0NzM1ODg@._V1_SX300.jpg,https://www.imdb.com/title/tt2543610/,Odyssey: 1000 Light Years from Home,"Britton Stebbins, David Bonandrini, Sarah Vitt, Stephanie Taylor Miller",N/A,Britton Stebbins,N/A,Sci-Fi,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",124 min
371467,https://m.media-amazon.com/images/M/MV5BMTU3NTI1MDYzNF5BMl5BanBnXkFtZTgwMzM1MTIyMDI@._V1_SX300.jpg,https://www.imdb.com/title/tt2543698/,Judge Archer,"Yang Song, Chenghui Yu, Chengyuan Li, Yenny Martin",N/A,Haofeng Xu,11 Mar 2016,"Action, Drama",1 win & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",94 min
371468,https://m.media-amazon.com/images/M/MV5BMzgxMDIzOTEzMV5BMl5BanBnXkFtZTgwMzUzMDEwMzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2543702/,By the Gun,"Ben Barnes, Leighton Meester, Slaine, Ritchie Coster",Artina Films,James Mottern,05 Dec 2014,"Crime, Drama, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",110 min
371469,N/A,https://www.imdb.com/title/tt2543728/,Hand in Hand,"Chao-Ming Tien, Chiu-Chin Tien, Meng-shu Tien",N/A,"Yi-tzeng Juang, Lan-chuan Yen",18 Nov 2011,Documentary,N/A,[],2 h 22 min
371470,N/A,https://www.imdb.com/title/tt2543736/,Voyage in Time,N/A,N/A,Tung-yen Chou,N/A,Documentary,2 nominations.,[],56 min
371471,https://m.media-amazon.com/images/M/MV5BZjE3ZWNhYTItOTE5OC00YzNmLWI1YzItNDQ3NDFlYzNlMDBjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,https://www.imdb.com/title/tt2543738/,My Dear Stilt,"Sheng-hao Wen, Bianca Bai, Kai-Hsun Chuang, Helen Thanh Dao",N/A,"Yin-chuan Tsai, Isaac Li",28 Sep 2012,Drama,2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",107 min
371472,https://m.media-amazon.com/images/M/MV5BMTUzODY4NDg2MF5BMl5BanBnXkFtZTgwNzM4NDEzNDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2543824/,Jump In: The Movie,"Dingani Beza, Sheree Bynum, Thea Camara, Michael Higgenbottom",N/A,Kimberly Conner,01 Jan 2013,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",90 min
371473,https://m.media-amazon.com/images/M/MV5BZTFhNDI4YjktN2I2Mi00ZjJjLWI5ZGEtOGZlNGM2ZTUyMDZhXkEyXkFqcGdeQXVyNzA5NDUxMw@@._V1_SX300.jpg,https://www.imdb.com/title/tt2543826/,Long Island Railroad Massacre,"Michael J. Begley, Lisa Combatti, Brian Foreman, Robert Giugliano",Charlie Minn Films,Charlie Minn,07 Dec 2013,"Documentary, Crime",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",91 min
371474,https://m.media-amazon.com/images/M/MV5BMTQyMTM2MzkxNl5BMl5BanBnXkFtZTgwMzA0NDY3MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2543828/,Long Live the Dead,"Mindy Byram, Stephanie Danielson, Christine Haeberman, Halie Islava",N/A,Richard Poche,21 Jan 2013,Horror,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",92 min
371475,N/A,https://www.imdb.com/title/tt2543894/,OL honban: Shûdan bôkô genba,"Ryûji Yamamoto, Tôru Teranishi, Shôko Azuma, Hiromi Sakura",N/A,Yukio Kitazawa,09 Mar 1990,N/A,N/A,[],58 min
371476,N/A,https://www.imdb.com/title/tt2543914/,The Rink,N/A,N/A,Sarah Friedland,N/A,"Documentary, Biography, Drama",N/A,[],55 min
371477,N/A,https://www.imdb.com/title/tt2543916/,Chikan densha: Chibusa ga yureru,"Shôzô Sakairi, Kana Inoue, Atsushi Asada",N/A,Satoru Kobayashi,10 Mar 1990,N/A,N/A,[],60 min
371478,https://m.media-amazon.com/images/M/MV5BNzE2NTgzODk4NF5BMl5BanBnXkFtZTcwODU1MTM0OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2543930/,Worm,"Andrew Bowser, Drew Pollock, Rett Terrell, Katie Scarlett Lloyd",N/A,Andrew Bowser,08 Mar 2013,Drama,1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A
371479,N/A,https://www.imdb.com/title/tt2544016/,Shkurnyk,"Dora Feller-Spikovskaya, Dimitry Kaka, Luka Lyashenko, Ivan Sadovskiy",N/A,Nikolai Shpikovsky,N/A,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",75 min
371480,https://m.media-amazon.com/images/M/MV5BMTgyODgyNjE4OV5BMl5BanBnXkFtZTgwODYwOTAwODE@._V1_SX300.jpg,https://www.imdb.com/title/tt2544074/,Identicals,"Lachlan Nieboer, Nora-Jane Noone, Nick Blood, Michelle Asante",N/A,Simon Pummell,25 Mar 2016,"Sci-Fi, Thriller",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}]",100 min
371481,N/A,https://www.imdb.com/title/tt2544112/,Anija (La nave),"Ivo Calebotta, Eneida del Prete, Avni Delvina, Ardian Elezi",N/A,Roland Sejko,05 Mar 2013,Documentary,1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",83 min
371482,https://m.media-amazon.com/images/M/MV5BYzczODBlNmQtNjJmYS00Y2Y3LWEwMTEtYWE2ODBkNjYxNDM0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,https://www.imdb.com/title/tt2544120/,The Concubine,"Yeo-jeong Jo, Dong-wook Kim, Min-Joon Kim, Ji-Young Park",N/A,Dae-seung Kim,06 Jun 2012,"Drama, History, Romance",2 wins & 3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",122 min
371483,N/A,https://www.imdb.com/title/tt2544134/,O Sentido da Vida,"John Cleese, Julian Assange, Pope Francis, Sigur Rós",N/A,Miguel Gonçalves Mendes,N/A,Documentary,N/A,[],N/A
371484,N/A,https://www.imdb.com/title/tt2544160/,Shoujo no yume: Inochi tsunaide,N/A,N/A,Yuri Nakadaira,01 Sep 2012,N/A,N/A,[],75 min
371485,N/A,https://www.imdb.com/title/tt2544174/,Joy & Sorrow of the Body,"Haris Abrazis, Georges Corraface, Silvia Petkova, Nikolay Mutafchiev",N/A,Andreas Pantzis,06 Feb 2014,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",149 min
371486,https://m.media-amazon.com/images/M/MV5BMTc0NjQyNDA0OV5BMl5BanBnXkFtZTgwMjIzMDIyNDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2544182/,The Enemy Within,"Manolis Mavromatakis, Maria Zorba, Yiorgos Gallos, Antonis Karistinos",N/A,Yorgos Tsemberopoulos,14 Nov 2013,"Crime, Drama",4 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",107 min
371487,N/A,https://www.imdb.com/title/tt2544314/,"Tadaima, Jacqueline",N/A,N/A,Akiko Ohku,01 Mar 2013,Comedy,N/A,[],N/A
371488,N/A,https://www.imdb.com/title/tt2544316/,Tsuki ga kirei desune,"Kai Atô, Aya Enjôji, Reina Fujie, Mayuna Katsuo",N/A,Yu Katsumata,14 Oct 2014,"Comedy, Drama, Romance",N/A,[],96 min
371489,N/A,https://www.imdb.com/title/tt2544372/,Asobareta OL,"Masumi Hirose, Hiroyuki Sakuma, Bushi Kuroda",N/A,Akio Watanabe,17 Mar 1990,N/A,N/A,[],61 min
371490,N/A,https://www.imdb.com/title/tt2544394/,Ana o nerae,"Shinobu Kawana, Yoshimi Shirato, Masato Kudô, Hajime Ishigami",N/A,Sakae Nitta,17 Mar 1990,N/A,N/A,[],60 min
371491,N/A,https://www.imdb.com/title/tt2544402/,Iro to yoku to no gyaru sagishi,"Kyôko Hashimoto, Makoto Sugimoto, Mami Ichinose",N/A,Kosuke Fujiwara,17 Mar 1990,N/A,N/A,[],62 min
371492,N/A,https://www.imdb.com/title/tt2544424/,Bôkô seikan zeme,"Kinichi Kusumi, Mami Ogawa, Mayumi Inoue, Emi Uehara",N/A,Kinya Ogawa,20 Mar 1990,N/A,N/A,[],60 min
371493,https://m.media-amazon.com/images/M/MV5BNjQyMDg1OTU1MV5BMl5BanBnXkFtZTgwNDQ0MDIzNDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2544472/,Haunting of Cellblock 11,"Jeffrey Johnson, Linara Washington, Charley Koontz, John Zderko",Picture Palace Films,Andrew P. Jones,04 Mar 2015,"Horror, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",85 min
371494,https://m.media-amazon.com/images/M/MV5BODkzMjY3N2QtNjQ3Zi00NjBmLWJkODItNzQxYTE4NjhkOGY3XkEyXkFqcGdeQXVyOTI2NTIxMw@@._V1_SX300.jpg,https://www.imdb.com/title/tt2544624/,The Hit Producer,"Michelle Doherty, Neill Fleming, Fergus Kealy, Susan Barrett",N/A,Kevin de la Isla O'Neill,17 Oct 2015,"Action, Comedy, Crime, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",107 min
371495,N/A,https://www.imdb.com/title/tt2544630/,The Jun Labo Story,"Jun Labo, Mario Montenegro, Marianne de la Riva, Perla Bautista",N/A,Jose Dagumboy,02 Oct 1986,Biography,N/A,[],N/A
371496,N/A,https://www.imdb.com/title/tt2544674/,Asong gubat,"Lito Lapid, Vivian Foz, George Estregan, Max Alvarado",N/A,Tony Y. Reyes,02 Oct 1986,"Action, Drama, Fantasy",N/A,[],N/A
371497,https://m.media-amazon.com/images/M/MV5BODhiMThhMWUtNDMwMy00ZTU1LWFlZjUtN2YxNmJhODIxYWQ2XkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_SX300.jpg,https://www.imdb.com/title/tt2544722/,Neer Paravai,"Vishnu Vishal, Sunaina, Nandita Das, Samuthirakani",N/A,Seenu Ramasamy,30 Nov 2012,Drama,2 wins & 12 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",150 min
371498,https://m.media-amazon.com/images/M/MV5BODQ3MTI2NTIyMV5BMl5BanBnXkFtZTcwMjc4ODIwOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2544734/,Bullet,"Danny Trejo, Jonathan Banks, Julia Dietze, John Savage","SC Films International, Giant Ape Media",Nick Lyon,22 Feb 2014,"Action, Crime, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",87 min
371499,https://m.media-amazon.com/images/M/MV5BMTUzNzU1MzcxNV5BMl5BanBnXkFtZTgwOTQ4NjU2MzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2544766/,Admiral,"Frank Lammers, Sanne Langelaar, Barry Atsma, Lieke van Lexmond","Farmhouse Film &amp; TV, AVROTROS",Roel Reiné,23 Feb 2016,"Action, Adventure, Biography, Drama, History",2 wins & 4 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",151 min
371500,N/A,https://www.imdb.com/title/tt2544782/,Bukas... uulan ng bala,"Liz Alindogan, Raul Aragon, Millicent Bautista, Perla Bautista",N/A,Eddie Nicart,08 Oct 1986,Action,N/A,[],N/A
371501,https://m.media-amazon.com/images/M/MV5BZjNlNDhlM2ItNDU1MC00ODRiLWE4OWQtNjU5ZDc3ODJhN2U3XkEyXkFqcGdeQXVyMjgxMzg3NzM@._V1_SX300.jpg,https://www.imdb.com/title/tt2544864/,Love Is Not What It Used to Be,"María Almudéver, Jordi Ballester, Marta Belenguer, José Coronado",N/A,Gabriel Ochoa,20 Oct 2013,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",90 min
371502,N/A,https://www.imdb.com/title/tt2544932/,The Reef of Stars,"Harvey Braban, Roy Gowthorpe, Dick Cruikshanks, Molly Adair",N/A,Joseph Albrecht,31 Jan 1924,Adventure,N/A,[],N/A
371503,N/A,https://www.imdb.com/title/tt2544944/,Greystone,"Joseph Will, Austin Bowerman, Dawn Davis, Aj Eloy",Arc Entertainment,Kerry Tribe,02 Nov 2012,"Drama, History, Mystery",2 nominations.,[],29 min
371504,N/A,https://www.imdb.com/title/tt2544946/,Cento Storie Italiane di Meno,N/A,N/A,Sacha Cesana,N/A,"Documentary, Comedy, History",N/A,[],93 min
371505,N/A,https://www.imdb.com/title/tt2544964/,It Came from Uranus,"Ben Herbert, Allen Jeffries, Dmitri Lee, Greg Moverley",N/A,Paul J. Boresky,11 Nov 2012,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",77 min
371506,N/A,https://www.imdb.com/title/tt2544992/,Bond and Word,"Edward Donnelly, Dick Cruikshanks, Cecil Kellaway, J.B. Rowe",N/A,Dick Cruikshanks,20 Jun 1918,"Crime, Drama",N/A,[],N/A
371507,N/A,https://www.imdb.com/title/tt2545034/,"Harcourt, la griffe des stars",N/A,N/A,Olivier Chateau,01 Jul 2011,Documentary,N/A,[],N/A
371508,https://m.media-amazon.com/images/M/MV5BNDczNjA1MjI5Nl5BMl5BanBnXkFtZTgwMzM3MDg1MzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545046/,Dores de Amores,"Milhem Cortaz, Fabiula Nascimento, Walderez de Barros, Ricardo Pereira",N/A,Raphael Vieira,07 Jun 2013,"Comedy, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A
371509,https://m.media-amazon.com/images/M/MV5BMTcyMDE4Nzg0OV5BMl5BanBnXkFtZTgwNjgwMDA3MjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545058/,Barzan,N/A,Inception Media Group,"Bradley Hutchinson, Alex Stonehill",05 Apr 2013,"Documentary, Biography, News",N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",80 min
371510,N/A,https://www.imdb.com/title/tt2545062/,Fallen Leaves,"Madge Fabian, W.F. Woodman, Yvon Saxby, Edward Vincent",N/A,Dick Cruikshanks,20 Feb 1919,Drama,N/A,[],N/A
371511,N/A,https://www.imdb.com/title/tt2545064/,Fridgeport,N/A,N/A,N/A,N/A,"Animation, Comedy",N/A,[],N/A
371512,N/A,https://www.imdb.com/title/tt2545066/,Running for Life,Franklin Marshall,N/A,"Josh Gibson, Franklin Marshall",N/A,"Documentary, Biography, Comedy",N/A,[],101 min
371513,https://m.media-amazon.com/images/M/MV5BMjIyODMxMDI1NV5BMl5BanBnXkFtZTcwNTU5NjI3OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2545068/,O Exercício do Caos,"Auro Juriciê, Di Ramalho, Thalyta Sousa, Isabella Sousa",N/A,Frederico Machado,12 Jun 2013,"Drama, Family, Mystery",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",71 min
371514,N/A,https://www.imdb.com/title/tt2545080/,Sam's Kid,"Dick Cruikshanks, Gertrude McCoy, Hayford Hobbs, M.A. Wetherell",N/A,N/A,14 Sep 1922,Drama,N/A,[],N/A
371515,N/A,https://www.imdb.com/title/tt2545082/,Last Curtain Call,"Mercedes Arhablou, Erin Boyes, Gilby Clarke, Kirsten Lee Collins",N/A,Jennifer Tadlock,N/A,"Drama, Music",1 win.,[],90 min
371516,N/A,https://www.imdb.com/title/tt2545084/,Seeds of Death: Unveiling the Lies of GMOs,"Mike Adams, Michael Antoniou, Joel Bakan, T. Colin Campbell",Gary Null Productions,"Gary Null, Richard Polonetsky",09 Dec 2012,"Documentary, History, News",1 win.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",90 min
371517,https://m.media-amazon.com/images/M/MV5BMjcwMTY5MTMyNF5BMl5BanBnXkFtZTgwOTM1OTAxMzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545088/,American Promise,N/A,N/A,"Joe Brewster, Michèle Stephenson",21 Jan 2013,Documentary,5 wins & 8 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",135 min
371518,https://m.media-amazon.com/images/M/MV5BMjE5MDgwNzE5N15BMl5BanBnXkFtZTgwMjQwODM4MTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545090/,Kolbøttefabrikken,"Paprika Steen, Ole Boisen, Mia Lyhne, Allan Hyde",N/A,Morten Boesdal Halvorsen,29 May 2014,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",77 min
371519,N/A,https://www.imdb.com/title/tt2545104/,The Madcap of the Veld,"Dick Cruikshanks, Edward Vincent, Mabel May, Lew James",N/A,Joseph Albrecht,03 Jan 1921,"Drama, Romance",N/A,[],N/A
371520,https://m.media-amazon.com/images/M/MV5BNTkyNTkwMzkxMl5BMl5BanBnXkFtZTcwMzAwOTE2OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2545118/,Blackfish,"Tilikum, John Hargrove, Samantha Berg, Mark Simmons",Manny O Productions,Gabriela Cowperthwaite,26 Jul 2013,Documentary,Nominated for 1 BAFTA Film Award. Another 6 wins & 38 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83 min
371521,N/A,https://www.imdb.com/title/tt2545128/,A Grain of Sand,"Ken Alter, Ameir Aoun, Samantha Mae Avery, Alana Jo Beckman",N/A,Michael Sneed,01 May 2013,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A
371522,N/A,https://www.imdb.com/title/tt2545148/,The Man Who Was Afraid,"M.A. Wetherell, Dick Cruikshanks, Cecil Fillis, Grafton Williams",N/A,Joseph Albrecht,16 Aug 1920,Drama,N/A,[],N/A
371523,https://m.media-amazon.com/images/M/MV5BODMwMzFlMGEtYzgyMi00MzNhLTg0YjUtNWRkZDM1NjQ4NDA4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,https://www.imdb.com/title/tt2545176/,101 Weddings,"Kunchacko Boban, Jayasurya, Biju Menon, Samvrutha Sunil",N/A,Shafi,29 Nov 2012,"Comedy, Drama, Family",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",145 min
371524,https://m.media-amazon.com/images/M/MV5BNTNjYWZlYWUtNDJiZi00YmYxLWExNWMtMjAxZTVhMmU0NWQ5XkEyXkFqcGdeQXVyMzgzMjg5OTk@._V1_SX300.jpg,https://www.imdb.com/title/tt2545186/,À coup sûr,"Laurence Arné, Eric Elmosnino, Didier Bezace, Valérie Bonneton",N/A,Delphine de Vigan,15 Jan 2014,Comedy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",91 min
371525,N/A,https://www.imdb.com/title/tt2545282/,Puzzles,N/A,N/A,"David Pavlosky, Tami Gold",N/A,"Documentary, Crime, Family",N/A,[],53 min
371526,N/A,https://www.imdb.com/title/tt2545302/,Trainsforming America,Preston Lovinggood,N/A,"Rebecca Allison Sansom, Katie Chen",N/A,"Documentary, News",N/A,[],72 min
371527,https://m.media-amazon.com/images/M/MV5BMTEzNzM4NTUwOTZeQTJeQWpwZ15BbWU4MDkxNjIzODEx._V1_SX300.jpg,https://www.imdb.com/title/tt2545338/,Citizen Koch,"David H. Koch, Charles G. Koch, Scott Walker, Floyd Abrams",Elsewhere Films,"Carl Deal, Tia Lessin",01 Jan 2013,"Documentary, Drama",1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",90 min
371528,https://m.media-amazon.com/images/M/MV5BMjM4MjQ4MTMwNV5BMl5BanBnXkFtZTgwOTk2MjQyODE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545384/,Home,"Heather Langenkamp, Samantha Mumba, Kerry Knuppe, Alessandra Shelby Farmer",N/A,Frank Lin,01 Mar 2016,"Drama, Horror, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",87 min
371529,N/A,https://www.imdb.com/title/tt2545400/,The Good Life,"Scott Berns, Leslie Gordon",N/A,"Sean Fine, Andrea Nix",01 Jan 2013,Documentary,N/A,[],90 min
371530,https://m.media-amazon.com/images/M/MV5BMTQ4MDM3NjY2Nl5BMl5BanBnXkFtZTgwNjkyNTIzNjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545428/,Meru,"Conrad Anker, Grace Chin, Jimmy Chin, Amee Hinkley",Little Monster Films,"Jimmy Chin, Elizabeth Chai Vasarhelyi",14 Aug 2015,"Documentary, Sport",4 wins & 14 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",90 min
371531,N/A,https://www.imdb.com/title/tt2545446/,Mengeki!,"Shin'taro Akiyama, Shô Aoyagi, Mayumi Ono",N/A,Ryô Shiki,28 Jan 2012,Drama,N/A,[],99 min
371532,https://m.media-amazon.com/images/M/MV5BMTgyMDcwODg4OV5BMl5BanBnXkFtZTcwMjU5NjU5OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2545478/,Energy! O Energy!,"Carrie McCarthy, Mark Pedri",N/A,"Mark Pedri, Martin Pool",N/A,"Documentary, Adventure, Sport",N/A,[],83 min
371533,N/A,https://www.imdb.com/title/tt2545510/,Live or Die in Entebbe,"Martine Mimouni Arnold, Akiva Laxer, Amos Eran, Ehud Barak",N/A,Eyal Boers,N/A,"Documentary, History",N/A,[],52 min
371534,https://m.media-amazon.com/images/M/MV5BMTkyNzQ3NDc5Ml5BMl5BanBnXkFtZTgwNjQ2MDk4MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545538/,Hollow Creek,"Steve Daron, Guisela Moro, Burt Reynolds, David Ausem",Newfoundland Films,Guisela Moro,01 Feb 2016,"Crime, Horror, Mystery, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",116 min
371535,https://m.media-amazon.com/images/M/MV5BNDY3Mjg0YjItZWZhZC00ZDY2LTk1NzUtNzVlOTUwZDgxMzdiXkEyXkFqcGdeQXVyNjA2MjA0NzU@._V1_SX300.jpg,https://www.imdb.com/title/tt2545558/,Bolo,"Julie Brann, Eileen Chase, Erin Elizabeth Cook, Rebecca Cox",N/A,Mickey Reece,19 Jan 2013,"Comedy, Drama, Sport",N/A,[],70 min
371536,N/A,https://www.imdb.com/title/tt2545644/,Altenberg: The Little Pocket Mirror,"Gemma Blackshaw, Robert Cambrinus",N/A,David Bickerstaff,02 May 2012,Documentary,N/A,[],54 min
371537,https://m.media-amazon.com/images/M/MV5BNzAxMDI2MTY2OV5BMl5BanBnXkFtZTgwMDcyMDU3MTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545646/,Ipseity,"Charles B. Allen, Tony Basile, Preston Campbell, Leah Caruana",N/A,Nicholas Sailer,04 Aug 2013,"Action, Crime, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",94 min
371538,https://m.media-amazon.com/images/M/MV5BODExNjI3OTgwNF5BMl5BanBnXkFtZTgwNDEyNjUwMTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545652/,Haima,"Inge Uys, J. Benedict Larmore, Anthony Belevtsov, Ben VanderMey",N/A,Colin Alwin Harris,02 Sep 2016,"Action, Crime, Thriller",2 wins.,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",113 min
371539,N/A,https://www.imdb.com/title/tt2545680/,Mod Sobeit,"Vladan Teodosic, Jovan Savic, Zeljko Bradonjic, Slavoljub Gligoric",N/A,Milos Aleksic,N/A,Action,N/A,[],90 min
371540,https://m.media-amazon.com/images/M/MV5BMjAxNzYzMTA3N15BMl5BanBnXkFtZTgwMzQzNjIzNzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2545692/,Brush with Danger,"Ken Zheng, Livi Zheng, Nikita Breznikov, Norman Newkirk",N/A,Livi Zheng,19 Sep 2015,"Action, Drama, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",90 min
371541,N/A,https://www.imdb.com/title/tt2545718/,Chikan densha: Panty no ana,"Kyôko Hashimoto, Satomi Shinozaki, Kanako Kishi, Mina Hayase",N/A,Minoru Inao,24 Mar 1990,N/A,N/A,[],59 min
371542,N/A,https://www.imdb.com/title/tt2545724/,Yokubô to iu na no chikan densha,"Mami Ogawa, Hitomi Tawara, Kurumi Aoki, Takejirô Matsumoto",N/A,Haru Suzuki,24 Mar 1990,N/A,N/A,[],59 min
371543,N/A,https://www.imdb.com/title/tt2545768/,Honban: Kaikan kurabe,"Iyo Matsutomo, Kaoru Ishida, Kana Inoue, Yumi Itagaki",N/A,Satoru Kobayashi,30 Mar 1990,N/A,N/A,[],60 min
371544,N/A,https://www.imdb.com/title/tt2545828/,Gemstone,Dean Constantin,N/A,Dean Constantin,N/A,"Crime, Drama, Thriller",N/A,[],N/A
371545,https://m.media-amazon.com/images/M/MV5BMGJjMzg3ZTAtZjg5Ni00YmFhLWIyMGMtNTY2MmE5YmU2M2YyXkEyXkFqcGdeQXVyNzM5Nzg0Mzc@._V1_SX300.jpg,https://www.imdb.com/title/tt2545870/,2056 Escape from Zombie Island,"Annya Bright, Andrew Jeffrey Brown, Borkety Boyefio, Andrew Brown",N/A,Gary Davis,28 Nov 2012,Action,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",80 min
